破釜沉舟的4am真心可怕。关键时候总能爆发。这才是最可怕的地方。发自虎扑iPhone客户端,4AM最后一把用17的打法反超了17,抽象游戏
但3s用的是4am更早之前的打法，就是joy遥思回忆的那局。,4AM最后一把用17的打法反超了17,曾二郎
要是在桥头那一波没有爆发战斗使17掉一人损失两车，结局可能就不一样了，最后一波圈刷走17三人一辆吉普没办法了。发自虎扑Android客户端,4AM最后一把用17的打法反超了17,三八大盖pulas
"引用3楼 @曾二郎 发表的:但3s用的是4am更早之前的打法，就是joy遥思回忆的那局。那一把并不是一字打靶只是那一局圈刷在了同样的地方当时开局就周丽丽和醒目掉线，阿鲁卡和godv两人狗进了决赛圈最后阿鲁卡在树后打掉了最后一个wnv从房区出来的人吃鸡",4AM最后一把用17的打法反超了17,nickeylol
为❤古❤酱❤疯❤狂❤打❤电❤话发自虎扑iPhone客户端,【百科】绝地求生区资料导航贴,我是刘坚
好东西 谢谢楼主了发自虎扑iPhone客户端,【百科】绝地求生区资料导航贴,Westbruuk
大哥加油！永不言弃！ ,各位JRs们，我艾普拉斯又回来了,大猪蹄几
恭喜瞎比搞发自虎扑Android客户端,[流言板]NW电子竞技俱乐部发布转会信息：原iDs_Xbg转会至NW,一如既往史来客
ids这次跟LGD真的干的昏天暗地。。,[流言板]NW电子竞技俱乐部发布转会信息：原iDs_Xbg转会至NW,阿伟妥妥的
那个兔子侧身人体描边被反杀有点6的发自虎扑iPhone客户端,[流言板]NW电子竞技俱乐部发布转会信息：原iDs_Xbg转会至NW,峡谷xg
引用216楼 @摄影师123 发表的:澳门线下比赛和快手线下比赛参加吗？澳门线下比赛和快手线下比赛参加吗？澳门线下比赛和快手线下比赛参加吗？澳门线下比赛和快手线下比赛参加吗？澳门线下比赛我会上场发自虎扑iPhone客户端,各位JRs们，我艾普拉斯又回来了,APLUSV4BLE
引用67楼 @U4U4 发表的:大哥，你走了是小火鸡还是郭德纲补位目前应该是烤鸡组合发自虎扑iPhone客户端,各位JRs们，我艾普拉斯又回来了,APLUSV4BLE
大哥加油，给你点个赞，么么哒发自虎扑iPhone客户端,各位JRs们，我艾普拉斯又回来了,小狮子kk
没别的 求别退役 哪怕 教练兼队员都行…………,各位JRs们，我艾普拉斯又回来了,lzm81511
"引用95楼 @smxwn 发表的:jrs还是有很多真诚的粉丝的 像昨天那个蓝 还有今天这个 https://bbs.hupu.com/22484642-last.html#o我觉的建议真的很不错的 大哥可以看一看已经联系上了发自虎扑iPhone客户端",各位JRs们，我艾普拉斯又回来了,APLUSV4BLE
引用234楼 @西二小风 发表的:大哥，我想知道第一天打完以后究竟发生了什么，让队伍一蹶不振？是心态崩了？我不觉得我们是技不如人应该是第一天最后一把和第二天第一把，都是因为失误，致命失误，导致连续两把反向。也不能说是我或者某个队员的问题，只能说没有一个人能在此刻站出来，稳定军心，接下来就是4打2omg，4打3xq，被反打，心态爆炸是什么情况？参考4am桥头惨案。只不过我们真的调整得太慢了。发自虎扑iPhone客户端,各位JRs们，我艾普拉斯又回来了,APLUSV4BLE
"引用343楼 @心跳情书 发表的:A+依然是那个生活中让人愿意追随的好大哥不过既然选择走职业电竞这条道路如果还想能有前途的走下去还是要专业一些我们也知道很多人来IFTY是奔着你来的但是俱乐部还是需要成绩来说话的真的不能再这样让有一些人混吃等死下去了我们总看直播的都能看出来一些问题大哥每天和他们在一起难道看不出来么人情方面尤其在国内确实很难处理不过现实逼得你必须有所改变了否则IFTY这块招牌迟早有一天会慢慢冷却提问：1：这次比赛结束后主力阵容保持不变还是会有所改变？2：会否招聘相对职业化的管理人员来进行俱乐部管理？3：对俱乐部战队发展作用不大的人员是否会狠下心删减？4：最后三天的比赛结果能否看出来单核带队弊大于利？如何改进？1.不变2.会招3.删4.培养新指挥发自虎扑iPhone客户端",各位JRs们，我艾普拉斯又回来了,APLUSV4BLE
引用310楼 @gongdakd 发表的:大哥，比赛打得差的时候会忍不住讲吊你公龟咩我只会讲 你这个哈掉吧发自虎扑iPhone客户端,各位JRs们，我艾普拉斯又回来了,APLUSV4BLE
引用395楼 @两制Sneaker 发表的:大哥，对不起，是我把克赛那张图片发上去的，当时也没多想，就怕那个楼主不信，后来看到大家的回复和点亮开始慌，结果带了一波节奏，怪我自己没脑子他那个回复确实有问题，我都是说我不看论坛，事后全队嘲讽他。发自虎扑iPhone客户端,各位JRs们，我艾普拉斯又回来了,APLUSV4BLE
引用428楼 @啊当哟 发表的:1、任劳任怨不一定是最适合的2、雪中送炭很感谢，也不会忘记这份情，但不能一直指望着这块炭3、休息一个月时间，月底去南京能和你比脖子吗？比脖子？你怕是没底气发自虎扑iPhone客户端,各位JRs们，我艾普拉斯又回来了,APLUSV4BLE
"引用393楼 @iFTY年方四十 发表的:提问：1、目前的主力阵容将是：A+、soso、tk、烤人、小火鸡么？2、职业化管理人员的招聘，是否可以让更熟悉市场经营的王大牙主导呢？3、你能做删减的决心，来之不易，后续的人事安排，特别是不让兄弟们寒心的措施，这个月能安排妥当么？4、你能否调整好自己，重新回到指挥位？还是分别试炼他们每个人一段时间呢？前三条你说的都对，调度指挥以后主要是soso承担，我负责一些战斗时机就好了。发自虎扑iPhone客户端",各位JRs们，我艾普拉斯又回来了,APLUSV4BLE
大哥加油！,各位JRs们，我艾普拉斯又回来了,花形啊
看这个标题我居然以为是高仿,各位JRs们，我艾普拉斯又回来了,Lyiaung
引用468楼 @W1nterr 发表的:大哥想了解一下关于澳门的赛事详情或者哪里可以了解得到，想来现场支持一下过几天会发官博发自虎扑iPhone客户端,各位JRs们，我艾普拉斯又回来了,APLUSV4BLE
引用445楼 @Ms_Pice 发表的:二队的编制取消 那二队的人又有什么新的安排剩下队员会加入一队，对位轮换发自虎扑iPhone客户端,各位JRs们，我艾普拉斯又回来了,APLUSV4BLE
大哥加油！avdang永不言弃！发自虎扑iPhone客户端,各位JRs们，我艾普拉斯又回来了,科比别走行吗
大哥，加油💪发自虎扑iPhone客户端,各位JRs们，我艾普拉斯又回来了,SilentBT
老板兼选手不容易，希望整理好心情，再创辉煌！,各位JRs们，我艾普拉斯又回来了,Kane-nash
引用451楼 @往事秋刀鱼 发表的:还有个问题，会根据教练制定训练计划去训练吗？我觉得有时候训练的很漫无目的。会zszszszszszs发自虎扑iPhone客户端,各位JRs们，我艾普拉斯又回来了,APLUSV4BLE
av永不解散（狗头）发自虎扑iPhone客户端,各位JRs们，我艾普拉斯又回来了,黑澤冥
"@APLUSV4BLE 管理、挖掘人才 上面多和龙神他们讨论讨论，互相进步。毕竟你们2个俱乐部的构成差不多，有一些共同点。",各位JRs们，我艾普拉斯又回来了,遍地的青苔
希望把混子VK调离战队，让他专心直播。至于为什么，相信大哥也清楚了,各位JRs们，我艾普拉斯又回来了,ifty逗妇乳
昨天有位管理方面的人，想要在ifty试试，昨天发帖了，很多人推荐。avdang，能帮就这么多。大哥加油💪https://bbs.hupu.com/22481100.html?share_from=kqapp发自虎扑iPhone客户端,各位JRs们，我艾普拉斯又回来了,北疆少年情眷南
"希望就俱乐部诸事做一次全盘审查重新规划好框架规范管理，让制度决定奖惩和人员去留特别希望主力一队能高度职业化上下班打卡，做好数据统计，高淘汰，严管理，打造一支虎狼之师最后说一句，比赛哪怕一直崩下去，也要保持乐观的精神，这样才能让你自己以及关心你的粉丝看到希望",各位JRs们，我艾普拉斯又回来了,春秋不义刀
怎么可能，全世界一共就20支队，你以为别的赛区也是tpp和fpp一起打吗,请教一下德国的决赛的问题,东凡7911
最早的直播间标题:一只耳发自手机虎扑 m.hupu.com,我想吹一波醒皇,宰房v
被韦酱带进坑的，但4am里最喜欢醒目，其次才是其他人。怎么说呢，醒目是4am里最不起眼的一个，也是最容易背锅的一个。作为一名选手，他确实有不好的地方，比如有时候小失误很多，枪法很吃状态。在这种流量大队一发挥不好就被无限放大，刚好醒目性格又好，没见他发过脾气。有时候他没打好，自己直播间弹幕疯狂喷他，他看了也不回嘴，我看着挺心疼的。说实话，醒目的天赋并不肉眼可见，也缺少一丝灵性，否则他打LOL的时候就应该出人头地。但我觉得他是最适合4am的，勤恳，听话，无私奉献。搜完机场把三级头和倍镜往地上一丢，给把m4就能喂饱的选手，实在不要过于苛责了。如果4am里每个人都是17shou 211这种水平的会好吗？当然好。可是没如果，所以我觉得对于4am醒目就是最好的，每个队员都是最好的。SLi的时候醒目发了条微博，说自己也想站在领奖台上面。今晚终于站在了领奖台上，拿到了一个分量十足的冠军，不知道他什么感觉。应该是他坎坷职业生涯的第一个大冠军吧，希望以后还有很多个。4am德国加油！发自虎扑iPhone客户端,我想吹一波醒皇,RNGAY
如果真是楼主所言，他近战不强可以理解了发自虎扑iPhone客户端,我想吹一波醒皇,有点意思耶
老粉都知道吧，cpt以前是队里狙击手，个人比较吃状态，状态好了也是乱杀。耳朵的问题影响的不仅仅是贴身肉搏，其他信息收集也比较吃亏，佩服godv，对兄弟还是很信任的。也佩服4am，fpp垫底，被211“清理门户”1穿4，tpp最后一把落后500分绝地求生，破釜沉舟摆下长蛇阵人头吃鸡全都要，抓住最后一线生机，逃出生天，牛逼牛逼。发自虎扑Android客户端,我想吹一波醒皇,终极一击
引用8楼 @ywzq的十三 发表的:这个是真的还是假的？感觉不像阿，如果是真的也太恐怖了吧！是真的…我认识醒目好几年了发自虎扑iPhone客户端,我想吹一波醒皇,电竞了解一下
引用10楼 @电竞了解一下 发表的:是真的…我认识醒目好几年了难怪感觉贴身肉搏老是不能开提前枪，以为是菜，原来是这个原因。真的挺感动的，FPS游戏失聪一个耳朵等于少了只眼睛。发自虎扑Android客户端,我想吹一波醒皇,ywzq的十三
这个失聪很久以前就在直播说过很多次了，除了阿鲁卡，吹谁都没意见🤓发自虎扑iPhone客户端,我想吹一波醒皇,各种理智到不行
怪不得总感觉近战的时候，哪里显得不对劲，尤其在巷战的时候发自虎扑Android客户端,我想吹一波醒皇,静逸止水
引用3楼 @有点意思耶 发表的:如果真是楼主所言，他近战不强可以理解了近战不强是因为年龄大反应慢了 他都23周岁了 经常提前开镜架好位置但是人露头了还没人家开枪快 所以莉莉和大哥的近战能力更让人佩服啊发自虎扑iPhone客户端,我想吹一波醒皇,捌月Jesus
